HNDH,Nordhorn,Nordhorn,,
HNDHG,Nordhorn Gewerbegebiet GIP,Nordhorn GIP,,
HNDM,Norddeich Mole,Norddeich Mole,,
HNDS,Nordhorn Süd,Nordhorn Süd,,
HNE,Netze,Netze,,
HNEB,Neuenburg (Oldb),Neuenburg/Old,,
HNEE,Neermoor Hp,Neermoor,,
HNEH,Neuenhaus,Neuenhaus,,
HNEK,Neuenkirchen (Kr Soltau),Neuenkirch.(Sol),,
HNES,Neuenhaus Süd,Neuenhaus Süd,,
HNET,Neetze,Neetze,,
HNH,Hannover Nordhafen,Han Nordhafen,,
HNHA,Neuekrug-Hahausen,Neuekrug-Hahausn,,
HNHG,Hannover Nordhafen DB-Grenze,Han Nordhf DB-Gr,,
HNHN,Nienhagen (Nette),Nienhagen(Nette),,
HNHR,Neuenheerse,Neuenheerse,,
HNHS,Neuharlingersiel,Neuharlingersiel,,
HNHSB,Neuharlingersiel Bus,Neuharlingers B,,
HNHSS,Neuharlingersiel Schiffsanleger,Neuharlingers S,,
HNKO,Neuenkirchen (Oldb),Neuenkirchen/Old,,
HNKP,Neuenkoop,Neuenkoop,,
HNM,Nüttermoor,Nüttermoor,,
HNMB,Nammen Bad,Nammen Bad,,
HNMD,Nammen Dorf,Nammen Dorf,,
HNME,Neßmersiel,Neßmersiel,,
HNMG,Nammen Grube,Nammen Grube,,
HNMS,Niedermarschacht,Niedermarschacht,,
HNMU,Mesch Neue Mühle,Neue Mühle,,
HNN,Norden,Norden,,
HNN K,Norden KOF,Norden KOF,,
HNNG,Norden DB-Grenze,Norden DB-Gr,,
HNNT,Neu Neetze,Neu Neetze,,
HNNX,Norden ESTW-Z,Norden ESTW,,
HNO,Nordenham,Nordenham,,
HNOB,Nordenham-Blexen,Nordenham-Blexen,,
HNOE,Nörde,Nörde,,
HNOR,Norderney,Norderney,,
HNORF,Norderney Flughafen,Norderney Flugh,,
HNOS,Nordstemmen,Nordstemmen,,
HNPL,Neudorf-Platendorf,Neudf-Platendf,,
HNRU,Neustadt a Rübenberge,Neustadt a Rbg,,
HNSE,Neusüdende,Neusüdende,,
HNSN,Naensen,Naensen,,
HNST,Nienstädt,Nienstädt,,
HNTH,Nörten-Hardenberg,Nörten-Hardenbg,,
HNTM,Nortmoor,Nortmoor,,
HNTT,Nettelberg,Nettelberg,,
HO,Osnabrück Hbf,Osnabrück Hbf,,
HO B,Osnabrück Hbf Bahnhofsvorplatz,Osnabrück Bfvorp,,
HO G,Osnabrück Halle Gartlage (EV),Osnab H Gartlage,,
HO N,Osnabrück Hbf Vorbahnhof,Osn Hbf Vorbf,,
HO O,Osnabrück Hbf Po,Osnabrück Hbf Po,,
HO P,Osnabrück Berliner Platz,Osnab Berliner P,,
HO S,Osnabrück Hbf Schinkel,Osn Hbf Schinkel,,
HO U,Osnabrück Hbf Pu,Osnabrück Hbf Pu,,
HOBJ,Obernjesa,Obernjesa,,
HOBK,Obernkirchen,Obernkirchen,,
HOCB,Ochtrup-Brechte,Ochtrup-Brechte,,
HOCG,Westerstede-Ocholt DB-Grenze,Ocholt DB-Gr,,
HOCH,Westerstede-Ocholt,Westerst-Ocholt,,
HODF,Ohrdorf,Ohrdorf,,
HODH,Oldershausen (Kr Harburg),Oldershsn(Harbg),,
HODU,Oldersum,Oldersum,,
HOE,Osnabrück-Eversburg,Osn-Eversburg,,
HOEG,Osnabrück-Eversburg DB-Grenze,Osn-Eversb DB-Gr,,
HOES,Oesede,Oesede,,
HOFN,Offensen (Kr Northeim),Offensen/North,,
HOH,Osnabrück Hafen,Osnabrück Hafen,,
HOHF,Minden Osthafen,Mdn Osthafen,,
HOHM,Ohmstede,Ohmstede,,
HOHT,Osnabrück Altstadt,Osn Altstadt,,
HOHTS,Osnabrück Altstadt Stüvestraße,Osnab Alt Stüves,,
HOK,Oker,Oker,,
HOK B,Oker Busbf,Oker Busbf,,
HOKB,Braunschweig Okerbrücke,Okerbrücke,,
HOKO,Oker Ost,Oker Ost,,
HOLB,Oldenbüttel,Oldenbüttel,,
HOLD,Oldenburg (Oldb) Hbf,Oldb (Oldb) Hbf,,
HOLDK,Oldenburg ZOB/Karlstraße,Oldb ZOB Karlstr,,
HOLO,Oldenburg-Osternburg,Oldenbg-Osternbg,,
HOLQ,Oldenburg (Oldb) Bedienstandort,Oldenburg BSO,,
HOLT,Oldenburg (Oldb) Tweelbäke,Tweelbäke,,
HOLU,Oldau (Schleuse),Oldau (Schleuse),,
HOLW,Oldenburg-Wechloy,Oldenb-Wechloy,,
HONX,Oldenburg Nord ESTW-UZ,Oldenb Nord ESTW,,
HOOX,Osnabrück ESTW-Z01,Osn ESTW-Z01,,
HOPL,Osnabrück Rosenplatz,Osn Rosenplatz,,
HOQ,Osnabrück Bedienstandort,Osnabrück BSO,,
HOR,Osnabrück Rbf,Osnabrück Rbf,,
HOR O,Osnabrück Rbf Oro,Osn Rbf Oro,,
HOR S,Osnabrück Rbf Ors,Osn Rbf Ors,,
HORP,Osnabrück Süd,Osnabrück Süd,,
HORX,Orxhausen,Orxhausen,,
HOSC,Ostercappeln,Ostercappeln,,
HOSG,Osterholz-Scharmbeck DB-Grenze,Osterh-Sch DB-Gr,,
HOSS,Osterholz-Scharmbeck,Osterholz-Scharm,,
HOST,Ostenwalde,Ostenwalde,,
HOSW,Ostenwalde,Ostenwalde,,
HOTF,Othfresen,Othfresen,,
HOTH,Osterode (Harz),Osterode (Harz),,
HOTL,Osterode-Leege,Osterode-Leege,,
HOTM,Osterode Mitte,Osterode Mitte,,
HOTR,Osterode (Harz) Richter,Richter,,
HOTT,Höxter-Ottbergen,Ottbergen,,
HOTW,Osterwald,Osterwald,,
HOTZ,Otze,Otze,,
HOUX,Osnabrück ESTW-Z02,Osn ESTW-Z02,,
HOXX,Orxhausen ESTW-UZ,Orxhausen ESTW,,
HOY,Bad Oeynhausen,Bad Oeynhausen,,
HOYG,Bad Oeynhausen Gbf,Bad Oeynhsn Gbf,,
HOYGA,Bad Oeynhausen Gbf Abzw,Oeynhausen Abzw,,
HOYR,Bad Oeynhausen-Rehme,Bad Oeynhsn-Rehm,,
HP,Peine,Peine,,
HP G,Peine Gbf,Peine Gbf,,
HPAP,Papenburg (Ems),Papenburg (Ems),,
HPAS,Parsau,Parsau,,
HPED,Peine Ost,Peine Ost,,
HPHH,Petershagen-Heisterholz,Petershg-Heister,,
HPLH,Plockhorst,Plockhorst,,
HPLL,Polle,Polle,,
HPOG,Poggenhagen,Poggenhagen,,
HPOI,Poitzen,Poitzen,,
HPOL,Preußisch Oldendorf,Preuß Oldendorf,,
HPOLG,Preußisch Oldendorf-Getmold,Preuß Oldendf-Ge,,
HPRT,Bad Pyrmont,Bad Pyrmont,,
HPTA,Porta Westfalica,Porta Westfalica,,
HPTAW,Porta Westfalica (Schiff),Porta Westf S,,
HPTH,Porta Westfalica Hp,Porta Westf Hp,,
HPTS,Pattensen (Lüneb),Pattensen(Lüneb),,
HQ,Quakenbrück,Quakenbrück,,
HQAC,Achim NI/HB,Achim NI/HB,,
HQAM,Achmer NI/NRW,Achmer NI/NRW,,
HQBO,Bohmte NI/NRW,Bohmte NI/NRW,,
HQBT,Barntrup NRW/NI,Barntrup NRW/NI,,
HQBU,Bruchmühlen NI/NRW,Bruchmühl NRW/NI,,
HQD,Delmenhorst NI/HB,DelmenhorstNI/HB,,
HQDF,Quendorf,Quendorf,,
HQDR,Dreye NI/HB,Dreye NI/HB,,
HQEB,Eichenberg NI/HE 6343,Eichenberg 6343,,
HQFR,Friedland (Han) NI/HE,Friedland NI/HE,,
HQHA,Halen NRW/NI,Halen NRW/NI,,
HQKR,Bad Karlshafen HE/NI,Bad Karlshf LGr,,
HQLF,Lauenförde NI/NRW,Lauenfö NI/NRW,,
HQLM,Lemförde NI/NRW,Lemförde NI/NRW,,
HQLN,Lüchtringen NRW/NI,Lüchtringen LGr,,
HQLO,Loxstedt NI/HB,Loxstedt NI/HB,,
HQLS,Leese-Stolzenau NI/NRW,Leese-Sto NI/NRW,,
HQM,Minden (Westf) NRW/NI,Minden NI/NRW,,
HQNA,Natrup-Hagen NI/NRW,Natrup-H NRW/NI,,
HQOE,Osnabrück-Eversburg NI/NRW,Osn-Eversbg LGr,,
HQOF,Offensen (Kr Northeim) NI/HE,Offensen NI/HE,,
HQPR,Bad Pyrmont NI/NRW,Bad Pyrmont LGr,,
HQR,Rheine NRW/NI,Rheine NRW/NI,,
HQRA,Rahden (Kr Lübbecke) NRW/NI,Rahden NRW/NI,,
HQRT,Ritterhude NI/HB,Ritterhude NI/HB,,
HQSP,Spelle NI/NRW,Spelle NI/NRW,,
HQVT,Veltheim (b Rinteln) NRW/NI,Veltheim NRW/NI,,
HQVW,Vernawahlhausen HE/NI,Vernawahlhsn LGr,,
HQWA,Warburg (Westf) NRW/HE 2550,Warburg(Wf)-2550,,
HQWAR,Warburg (Westf) NRW/HE 2972,Warburg(Wf)2972,,
HQWE,Wehrden (Weser) NRW/NI 2975,Wehrden 2975,,
HQWS,Würgassen NRW/HE,Würgassen NRW/HE,,
HR,Rheine,Rheine,,
HR R,Rheine Rbf,Rheine Rbf,,
HRAG,Rheine DB-Grenze,Rheine DB-Grenze,,
HRAH,Rahden,Rahden,,
HRAHM,Rahden (Kr Lübbecke) MEM,Rahden/Lübb MEM,,
HRAM,Ramsloh,Ramsloh,,
HRAT,Ramhorst,Ramhorst,,
HRBB,Rabber,Rabber,,
HRBG,Ronnenberg,Ronnenberg,,
HRBK,Radenbeck,Radenbeck,,
HRBS,Hösseringen Räberspring,Räberspring,,
HRBS,Hösseringen Räberspring,Räberspring,,
HRDF,Rosdorf,Rosdorf,,
HRDK,Rodenkirchen (Oldb),Rodenkirchen/Old,,
HREHO,Rehden Ost,Rehden Ost,,
HREM,Rettmer,Rettmer,,
HRER,Rehren,Rehren,,
HRES,Remels,Remels,,
HRFD,Rechterfeld,Rechterfeld,,
HRHA,Oldenburg (Oldb) Rhenus,Rhenus,,
HRID,Riede (b Bremen),Riede (b Bremen),,
HRIE,Rieste (Kr Bersenbrück),Rieste/Bersenbr,,
HRIN,Rinteln,Rinteln,,
HRIT,Laatzen Ritterkamp,Ritterkamp,,
HRK,Rheine KLV,Rheine KLV,,
HRKE,Recke,Recke,,
HRLG,Rahling,Rahling,,
HRLZ,Reileifzen,Reileifzen,,
HRNN,Rinteln Nord,Rinteln Nord,,
HRNS,Rinteln Süd,Rinteln Süd,,
HROD,Rodde,Rodde,,
HROE,Bieren-Rödinghausen,Bieren-Rödinghsn,,
HROR,Rohrsen (b Nienburg),Rohrsen/Nienburg,,
HROS,Rössing,Rössing,,
HROT,Rötgesbüttel,Rötgesbüttel,,
HRPT,Rupennest,Rupennest,,
HRQ,Rheine Bedienstandort,Rheine BSO,,
HRSA,Rheine Rs,Rheine Rs,,
HRSB,Rheine Stadtberg,Rheine Stadtberg,,
HRST,Rastede,Rastede,,
HRTH,Ritterhude,Ritterhude,,
HRTN,Rethen (Leine),Rethen (Leine),,
HRUE,Rüningen,Rüningen,,
HRUH,Rühen,Rühen,,
HRUT,Rullstorf,Rullstorf,,
HRWA,Meppen RWE,Meppen RWE,,
HRWE,Rehden-Wetschen,Rehden-Wetschen,,
HRX,Rheine ESTW-Z,Rheine ESTW,,
HS,Seelze,Seelze,,
HSA,Wangerooge Saline,Wangeroog Saline,,
HSAD,Sandloh,Sandloh,,
HSAK,Sandkrug,Sandkrug,,
HSAL,Salzbergen,Salzbergen,,
HSAN,Sande,Sande,,
HSAX,Sande ESTW-UZ,Sande ESTW,,
HSB,Salzgitter-Bad,Salzgitter-Bad,,
HSB B,Salzgitter-Bad Busbf,Salzg-Bad Busbf,,
HSBB,Schachtenbeck,Schachtenbeck,,
HSBF,Steimke-Burdorf,Steimke-Burdorf,,
HSBG,Salzgitter-Bad DB-Grenze,Salzg-Bad DB-Gr,,
HSC,Scharzfeld,Scharzfeld,,
HSCA,Scharrel,Scharrel,,
HSCB,Schierbrok,Schierbrok,,
HSCD,Scherfede,Scherfede,,
HSCE,Schlewecke (Nette),Schlewecke/Nette,,
HSCG,Schnega,Schnega,,
HSCH,Bad Sachsa,Bad Sachsa,,
HSCI,Schieder,Schieder,,
HSCL,Schladen (Harz),Schladen (Harz),,
HSCN,Scheuen,Scheuen,,
HSCP,Schleper,Schleper,,
HSD,Salzgitter-Drütte,Sz-Drütte,,
HSDD,Stederdorf (Kr Peine),Stederdorf/Peine,,
HSDF,Stadtoldendorf,Stadtoldendorf,,
HSDK,Soltendieck,Soltendieck,,
HSDKS,Soltendieck Siedlung,Soltend Siedlung,,
HSDL,Schandelah,Schandelah,,
HSEB,Sedelsberg,Sedelsberg,,
HSEL,Sellingsloh,Sellingsloh,,
HSEM,Stemmen,Stemmen,,
HSEN,Sehnde,Sehnde,,
HSF,Sülfeld,Sülfeld,,
HSFD,Steinfeld (Oldb),Steinfeld (Oldb),,
HSFF,Schäferhof,Schäferhof,,
HSFG,Scharzfeld DB-Grenze,Scharzfeld DB-Gr,,
HSGG,Salzgitter DB-Grenze,Salzgitter DB-Gr,,
HSGM,Schwegermoor,Schwegermoor,,
HSGN,Schöningen,Schöningen,,
HSGNZ,Schöningen ZOB,Schöningen ZOB,,
HSHD,Salzhemmendorf,Salzhemmendorf,,
HSHG,Stadthagen,Stadthagen,,
HSHGX,Stadthagen ESTW-Z,Stadthagen ESTW,,
HSHGX,Stadthagen ESTW-Z,Stadthagen ESTW,,
HSHL,Salzhausen (b Lüneburg),Salzhausen/Lüneb,,
HSHN,Salzgitter Hütte Nord,Sz Hütte Nord,,
HSHS,Salzgitter Hütte Süd,Sz Hütte Süd,,
HSHW,Stadthagen West,Stadthagen West,,
HSI,Salzgitter-Immendorf,Sz-Immendorf,,
HSIK,Göttingen Siekweg,Siekweg,,
HSIT,Siebertal,Siebertal,,
HSKO,Spiekeroog,Spiekeroog,,
HSL,Salzgitter-Lebenstedt,Sz-Lebenstedt,,
HSLH,Sulingen Hasenkamp Strw 1630/1744,Strw 1630/1744,,
HSMK,Braunschweig Schmiedekamp,Schmiedekamp,,
HSNB,Scharnebeck,Scharnebeck,,
HSO,Soltau (Han),Soltau (Han),,
HSO A,Soltau (Han) AVL,Soltau (Han) AVL,,
HSOA,Soltau-Harber,Harber,,
HSOD,Scharfoldendorf,Scharfoldendorf,,
HSOE,Söllingen (Braunschw),Söllingen/Braun,,
HSOG,Sögel,Sögel,,
HSOGG,Sögel Gbf,Sögel Gbf,,
HSOR,Sorsum,Sorsum,,
HSOS,Soltau (Han) Süd,Soltau Süd,,
HSOT,Soderstorf,Soderstorf,,
HSPC,Specken (Windmühle Südhemmern),Specken (Windm),,
HSPD,Springe Deisterpforte,Springe Deisterp,,
HSPD,Springe Deisterpforte,Springe Deisterp,,
HSPE,Spelle,Spelle,,
HSPG,Bremerhaven-Speckenbüttel DB-Grenze,Brh-Speck DB-Gr,,
HSPP,Schöppenstedt,Schöppenstedt,,
HSPR,Springe,Springe,,
HSPX,Springe ESTW-UZ,Springe ESTW,,
HSR,Seelze Mitte,Seelze Mitte,,
HSR A,Seelze OW West,Seelze OW West,,
HSR B,Seelze OW Ost,Seelze OW Ost,,
HSR N,Seelze OW Mitte,Seelze OW Mitte,,
HSR O,Seelze Ost,Seelze Ost,,
HSR W,Seelze West,Seelze West,,
HSRD,Sarstedt,Sarstedt,,
HSRI,Salzgitter-Ringelheim,Sz-Ringelheim,,
HSRX,Sarstedt-Heisede ESTW-A,Sdt-Heisede ESTW,,
HSSG,Soltau Süd DB-Grenze,Soltau Süd DB-Gr,,
HSSN,Seesen,Seesen,,
HSSNB,Seesen Busbf,Seesen Busbf,,
HSST,Schafstall,Schafstall,,
HST,Salzgitter-Thiede,Sz-Thiede,,
HSTA,Osnabrück Stahlwerkskurve,Stahlwerkskurve,,
HSTB,Steinbergen,Steinbergen,,
HSTD,Stedden,Stedden,,
HSTE,Stelle (b Groß Mackenstedt),Stelle(Gr Macke),,
HSTF,Stederdorf (Kr Uelzen),Stederdorf/Uelz,,
HSTI,Steimke,Steimke,,
HSTK,Stöcken,Stöcken,,
HSTM,Steinheim (Westf),Steinheim/Westf,,
HSTN,Steinhorst,Steinhorst,,
HSTR,Strücklingen,Strücklingen,,
HSTT,Schüttorf,Schüttorf,,
HSTU,Stuhr,Stuhr,,
HSTU,Stuhr,Stuhr,,
HSUB,Stubben,Stubben,,
HSUD,Suderburg,Suderburg,,
HSUH,Sudheim,Sudheim,,
HSUK,Sülbeck,Sülbeck,,
HSUL,Sulingen (Han),Sulingen (Han),,
HSUN,Sutthausen,Sutthausen,,
HSUS,Süstedt,Süstedt,,
HSUW,Suderwittingen,Suderwittingen,,
HSUX,Stubben Süd ESTW,Stubben Süd ESTW,,
HSUZ,Sülze (Han),Sülze (Han),,
HSVG,Beddingen DB-Grenze,Beddingen DB-Gr,,
HSVL,Stickhausen-Velde (Ostfriesl),Stickhsn-Velde,,
HSW,Salzgitter-Watenstedt,Sz-Watenstedt,,
HSWB,Schwindebeck,Schwindebeck,,
HSWG,Salzgitter-Bad WTB DB-Grenze,Sz-Bad WTB DB-Gr,,
HSWI,Salzgitter-Watenstedt (IKEA),Sz-Watenst IKEA,,
HSWO,Schönewörde,Schönewörde,,
HSWS,Schwarmstedt,Schwarmstedt,,
HSWY,Sudweyhe,Sudweyhe,,
HSYD,Syke Ost,Syke Ost,,
HSYK,Syke,Syke,,
HSYKH,Syke Herrlichkeit,Syke Herrlichk,,
HSYS,Syke Stadt,Syke Stadt,,
HSZB,Salzgitter-Beddingen Hafen,Sz-Beddingen Hf,,
HSZC,Salzgitter-Calbecht,Sz-Calbecht,,
HSZE,Salzgitter-Engelnstedt,Sz-Engelnstedt,,
HSZG,Salzgitter-Gebhardshagen,Sz-Gebhardshgn,,
HSZH,Salzgitter Haverlahwiese,Sz Haverlahw,,
HSZI,Salzgitter-Immendorf West,Sz-Immendf West,,
HSZK,Salzgitter Schacht Konrad 1,Sz Sch Konrad 1,,
HSZV,Salzgitter Voßpass,Sz Voßpass,,
HT,Twistringen,Twistringen,,
HTDH,Thedinghausen,Thedinghausen,,
HTFH,Tülau-Fahrenhorst,Tül-Fahrenhorst,,
HTH,Thüste,Thüste,,
HTHD,Tonnenheide,Tonnenheide,,
HTHS,Todtenhausen,Todtenhausen,,
HTIV,Hoya-Tivoli,Tivoli,,
HTKB,Tecklenburg,Tecklenburg,,
HTNH,Tönnhausen,Tönnhausen,,
HTOR,Torfmoorsee,Torfmoorsee,,
HTPP,Toppenstedt,Toppenstedt,,
HTRA,Trauen,Trauen,,
HTRI,Triangel,Triangel,,
HU,Uelzen,Uelzen,,
HU G,Uelzen Gbf,Uelzen Gbf,,
HU Z,Uelzen ZOB,Uelzen ZOB,,
HUA,Scharrel Union,Union,,
HUCH,Uchte,Uchte,,
HUFN,Uffeln,Uffeln,,
HUNL,Unterlüß,Unterlüß,,
HUNT,Unterstedt,Unterstedt,,
HUNZ,Uenzen,Uenzen,,
HUS,Uslar,Uslar,,
HUTB,Bremen Utbremen,Utbremen,,
HUX,Uelzen ESTW-UZ,Uelzen ESTW,,
HV,Verden (Aller),Verden (Aller),,
HVA,Varel (Oldb),Varel (Oldb),,
HVAB,Varrelbusch,Varrelbusch,,
HVAH,Bremen-Vahr,Vahr,,
HVAU,Varrelbusch Aumann,Varrelb Aumann,,
HVAW,Varel West,Varel West,,
HVBG,Vienenburg,Vienenburg,,
HVBK,Vennebeck,Vennebeck,,
HVCH,Vechta,Vechta,,
HVCS,Vechta-Stoppelmarkt,Vechta-Stoppelm,,
HVDH,Veldhausen,Veldhausen,,
HVEA,Verden (Aller) Süd,Verden (A) Süd,,
HVEC,Vechelde,Vechelde,,
HVEH,Vehrte,Vehrte,,
HVEP,Velpe (Westf),Velpe (Westf),,
HVFL,Varrelbusch Flugplatz,Varrelb Flugpl,,
HVHP,Vorhop,Vorhop,,
HVIH,Vilser Holz,Vilser Holz,,
HVIN,Hannover-Vinnhorst,Han-Vinnhorst,,
HVIO,Vilsen Ort,Vilsen Ort,,
HVIS,Visselhövede,Visselhövede,,
HVLO,Vlotho,Vlotho,,
HVLOS,Vlotho (Schiff),Vlotho S,,
HVMP,Vormeppen,Vormeppen,,
HVOE,Vöhrum,Vöhrum,,
HVOL,Voldagsen,Voldagsen,,
HVOLD,Voldagsen DBG,Voldagsen DBG,,
HVOLM,Marienau,Marienau,,
HVOP,Volpriehausen,Volpriehausen,,
HVOR,Vorsfelde,Vorsfelde,,
HVOW,Vorwohle,Vorwohle,,
HVOWD,Vorwohle DBG,Vorwohle DBG,,
HVPG,Beddingen VPS DB-Grenze,VPS DB-Gr,,
HVQ,Verden Bedienstandort,Verden BSO,,
HVR,Veerßen,Veerßen,,
HVSB,Bohmte Vosberg,Vosberg,,
HVSS,Visselhövede Stadt,Stadt Visselhöv,,
HVST,Varrelbusch-Staatsforsten,Staatsforsten,,
HVTH,Veltheim (b Rinteln),Veltheim,,
HVWH,Vernawahlshausen,Vernawahlshausen,,
HVWR,Vorwalsrode,Vorwalsrode,,
HVX,Verden - Rotenburg Strecke ESTW-UZ,Verden-Rotb ESTW,,
HW,Wilhelmshaven,Wilhelmshaven,,
HW H,Wilhelmshaven Helgolandkai,Wilhelmshv Helgo,,
HWA,Wangerooge Westanleger,Wangerooge W-anl,,
HWAB,Wahnebergen,Wahnebergen,,
HWAD,Wachendorf,Wachendorf,,
HWAL,Walle (Kr Verden),Walle/Verden,,
HWAM,Hannover-Waldheim,Waldheim,,
HWAR,Warburg (Westf),Warburg (Westf),,
HWARN,Warburg (Westf) Nord,Warburg Nord,,
HWAZ,Wahrenholz,Wahrenholz,,
HWBD,Willebadessen,Willebadessen,,
HWBG,Wohldenberg,Wohldenberg,,
HWBM,Wardböhmen,Wardböhmen,,
HWDH,Windheim (Weser),Windheim (Weser),,
HWDZ,Wendezelle,Wendezelle,,
HWEA,Weddel (Abzw),Weddel Abzw,,
HWEB,Wenden-Bechtsbüttel,Wenden-Bechtsbüt,,
HWEBX,Braunschweig - Wieren ESTW Bedienplatz,Brg-Wieren ESTW,,
HWED,Weddel (Braunschw),Weddel/Braunschw,,
HWEDB,Weddel(Braunschw) Bauernstraße,Weddel Bauernstr,,
HWEDS,Sandbach / Weddel,Sandbach,,
HWEE,Weener,Weener,,
HWEG,Werlte Gbf,Werlte Gbf,,
HWEH,Beverungen-Wehrden,Wehrden(Weser),,
HWEHB,Beverungen ZOB,Beverungen ZOB,,
HWEL,Hameln-Wehl,Hameln-Wehl,,
HWEN,Wendessen,Wendessen,,
HWER,Werdum,Werdum,,
HWES,Wesseln,Wesseln,,
HWETS,Wettbergen Stadtbahn Üstra,Wettbergen Üstra,,
HWEW,Westerwalsede,Westerwalsede,,
HWEZ,Weetzen,Weetzen,,
HWF,Schortens Weißer Floh,Weißer Floh,,
HWFR,Waldfrieden (AVL),Waldfrieden AVL,,
HWG,Wangerooge,Wangerooge,,
HWGF,Wangerooge Flugplatz,Wangerooge Flug,,
HWHF,Waldhöfe,Waldhöfe,,
HWHM,Minden Westhafen,Mdn Westhafen,,
HWHN,Hannover-Waldhausen,Waldhausen,,
HWHN,Hannover-Waldhausen,Waldhausen,,
HWHS,Wilhelmshaven Stadt Wilhelmshaven,St Wilhelmshaven,,
HWIA,Winsen (Aller),Winsen (Aller),,
HWID,Winsen (Luhe) Süd,Winsen(Luhe)Süd,,
HWIH,Wildeshausen,Wildeshausen,,
HWIL,Wittlage,Wittlage,,
HWIN,Winninghausen,Winninghausen,,
HWIR,Wierthe,Wierthe,,
HWIS,Wissingen,Wissingen,,
HWJG,Wilhelmshaven JadeWeserPort DB-Grenze,JadeWeserP DB-Gr,,
HWJP,JadeWeserPort Vorstellgruppe,JadeWeserPort,,
HWKD,Walkenried,Walkenried,,
HWKDB,Walkenried Bahnhof,Walkenried Bf,,
HWKP,Wiehe Kurpark,Wiehe Kurpark,,
HWKS,Wickensen,Wickensen,,
HWLE,Werlte,Werlte,,
HWLI,Wolfenbüttel-Linden,Linden (Wolfb),,
HWLL,Wellendorf (Kr Osnabrück),Wellendorf/Osnbr,,
HWM,Wiesmoor Markt,Wiesmoor Markt,,
HWMG,Wilhelmshaven Mobil Oil DB-Grenze,Mobil Oil DB-Gr,,
HWMO,Wilhelmshaven Mobil Oil,Whv Mobil Oil,,
HWMS,Warmsen,Warmsen,,
HWN,Wangerooge Westen,Wangerooge West,,
HWNG,Wilhelmshaven Nord DB-Grenze,Whv Nord DB-Gr,,
HWNO,Wilhelmshaven Nord,Wilhhv Nord,,
HWNS,Watenstedt,Watenstedt,,
HWOB,Wolfsburg Hbf,Wolfsburg Hbf,,
HWOBB,Wolfsburg Busbf,Wolfsburg Busbf,,
HWOE,Wilhelmshaven Ölweiche,Wilhhv Ölweiche,,
HWOH,Wolfenbüttel Hp,Wolfenbüttel Hp,,
HWOL,Wolfenbüttel,Wolfenbüttel,,
HWOS,Wolfsburg-Sandkamp,WOB-Sandkamp,,
HWOS,Wolfsburg-Sandkamp,WOB-Sandkamp,,
HWOT,Woltorf,Woltorf,,
HWRD,Wehrendorf,Wehrendorf,,
HWRG,Walsrode Böhme DB-Grenze,Walsrode B DB-Gr,,
HWRN,Wieren,Wieren,,
HWRO,Walsrode Nord,Walsrode Nord,,
HWRS,Wersen,Wersen,,
HWRT,Werlte,Werlte,,
HWRX,Wrexen,Wrexen,,
HWSD,Westerstede (Oldb),Westerstede/Oldb,,
HWSG,Walsrode DB-Grenze,Walsrode DB-Gr,,
HWSN,Wennigsen (Deister),Wennigsen/Deist,,
HWSR,Walsrode,Walsrode,,
HWST,Westerende,Westerende,,
HWTB,Westerbrak,Westerbrak,,
HWTG,Wittingen DB-Grenze,Wittingen DB-Gr,,
HWTH,Westerhausen (Kr Melle),Westerhsn/Melle,,
HWTK,Westerkappeln,Westerkappeln,,
HWTM,Wittmund,Wittmund,,
HWTS,Witzenhausen Süd,Witzenhausen Süd,,
HWTSB,Witzenhausen Busbf,Witzenhsn Busbf,,
HWTT,Wittingen,Wittingen,,
HWTW,Wittingen West,Wittingen West,,
HWU,Hannover-Wülfel,Hannover-Wülfel,,
HWUE,Wüsting,Wüsting,,
HWUF,Wulfsen Nord,Wulfsen Nord,,
HWUG,Wunstorf DB-Grenze,Wunstorf DB-Gr,,
HWUL,Wulften,Wulften,,
HWUM,Mesmerode,Mesmerode,,
HWUN,Wunstorf,Wunstorf,,
HWUS,Wunstorf Stadt,Wunstorf Stadt,,
HWUW,Wunstorf West,Wunstorf West,,
HWW,Wilhelmshaven West,Wilhelmshaven W,,
HWWI,Woltwiesche,Woltwiesche,,
HWWIG,Woltwiesche Große Str/Brückenstr,Woltwiesche Gr S,,
HWZD,Wietzendorf,Wietzendorf,,
HXB,Bad Bentheim Grenze,Bad Bentheim Gr,,
HXL,Laarwald Grenze,Laarwald Grenze,,
HXWE,Weener Grenze,Weener Grenze,,
HZSA,Varel Halbzellstoff 1/2,Halbzellstoff1/2,,
HZSB,Zasenbeck,Zasenbeck,,
HZWD,Ibbenbüren Zumwalde,Zumwalde,,
HZWI,Bad Zwischenahn,Bad Zwischenahn,,
IAAD,Arpsdorf (Fwst),Arpsdorf,,
IAAH,Hamburg Allermöhe (GW),Allermöhe (GW),,
IAAHT,Hamburg Allermöhe (TS),Allermöhe (TS),,
IAAL,Hamburg Altona (GW),Altona,,
IAALT,Hamburg Altona (TS),Altona,,
IAAM,Hamburg Aumühle (GW),Aumühle,,
IABA,Hamburg Barmbek (GW),Barmbek,,
IABAT,Hamburg Barmbek (TS),Barmbek,,
IABC,Hamburg Bostelbek (GW),Bostelbek,,
IABG,Hamburg Bergedorf (GW),Bergedorf,,
IABI,Hamburg Billwerder (GW),Billwerder,,
